name,year,A,A1,A2,A3,A4,B,B1,B2,B3,B4,C,C1,C2,C3,C4
宿迁市,2006,0,0,0,0,0,12,23796.0,4934.5749517,392.47499847,4542.09994936,3,1640.0,346.8800049,93.96538544,252.91461565999998
长沙市,2006,0,0,0,0,0,20,471228.47500038,71953.80743121,15782.323014930002,56171.48353351,17,268526.2770996,37493.53296714,5853.486875023,31640.046043270002
开封市,2006,0,0,0,0,0,2,788.0,131.05000305,49.53749847,81.51250076,2,760.0,419.9980011,0.0,419.9980011
仙桃市,2006,1,2000.0,220.5,0.0,220.5,3,1042.0,736.44839859,0.0,736.44839859,0,0,0,0,0
南宁市,2006,0,0,0,0,0,10,238156.0,11980.403669303,471.73296355,11508.670716843,16,144108.0,12523.436504913001,2873.5455846910004,9649.890952721
湘潭市,2006,0,0,0,0,0,3,19884.0,1108.8622742,112.7160034,996.1462784,0,0,0,0,0
宣城市,2006,0,0,0,0,0,7,6372.970544870001,4357.97039612,2355.7451896800003,2002.2250996,2,692.0,385.0,0.0,385.0
佳木斯市,2006,0,0,0,0,0,4,84617.81641,6559.4109189,0.0,6559.4109189,0,0,0,0,0
丽水市,2006,0,0,0,0,0,3,6905.0,940.3400268,603.2934875999999,337.04650879,1,170.0,120.0,0.0,120.0
云浮市,2006,0,0,0,0,0,17,98734.01001,8396.333436018,3486.6940666200003,4909.639375608,1,7000.0,4500.0,500.0,4000.0
临沧市,2006,0,0,0,0,0,1,46950.0,2226.191895,1609.536743,616.6552124,0,0,0,0,0
柳州市,2006,0,0,0,0,0,2,332900.0,20098.815189,8148.056518,11950.758542,2,85461.36719,4285.6829834,341.3575134,3944.32547
邵阳市,2006,0,0,0,0,0,1,100.0,65.0,0.0,65.0,1,1400.0,121.6473999,0.0,121.6473999
襄阳市,2006,0,0,0,0,0,6,208370.6563,11793.855689649,1131.9511246420002,10661.904144277,0,0,0,0,0
大理白族自治州,2006,1,50.0,35.0,0.0,35.0,1,25000.0,1463.599976,146.3600006,1317.23999,3,4600.0,1546.7330017,0.0,1546.7330474999999
沧州市,2006,0,0,0,0,0,17,128121.719971,10457.3088534,2343.1570587,8114.151840609999,2,26990.11914,2366.3114926,977.5238037,1388.7878113000002
榆林市,2006,0,0,0,0,0,1,13700.0,682.7150269,512.0363159,170.6788025,0,0,0,0,0
温州市,2006,1,2500.0,1200.0,624.0,576.0,59,97613.2799988,32631.67963433,12437.08654205,20194.59308336,7,22638.5,5936.8750609,3970.45751185,1966.4174575499999
普洱市,2006,0,0,0,0,0,3,14775.809570999998,8290.879883,6101.765381,2189.1147769,1,812.0,73.98000336,0.0,73.98000336
蚌埠市,2006,0,0,0,0,0,5,44697.79940033,4604.22603583,2635.0887143,1969.1373062300001,2,13500.0,875.6249694,97.09874725,778.52622218
河源市,2006,4,1690.0,215.02059936,0.0,215.02059936,34,51105.47247318,17380.47424699,3379.8260193,14000.64841075,10,182434.23999,20535.15207994,679.3027039,19855.84937614
汕头市,2006,0,0,0,0,0,17,85961.42577999999,11013.15365843,5379.58531214,5633.5684644699995,6,9670.0,772.41489031,0.0,772.41489031
辽阳市,2006,0,0,0,0,0,2,925.0,131.865600109,63.75,68.115600109,1,590.0,370.0,0.0,370.0
宜昌市,2006,0,0,0,0,0,4,401240.0,23191.28597584,16940.0087433,6251.27625295,1,1250.0,1050.0,535.5,514.5
铜川市,2006,0,0,0,0,0,1,2100.0,1560.0,0.0,1560.0,0,0,0,0,0
梧州市,2006,0,0,0,0,0,5,18528.0,1980.81900822,119.8410034,1860.9780124200001,2,650.0,94.22479629899999,69.19439697,25.030399319
巴彦淖尔市,2006,0,0,0,0,0,3,293794.0,14742.152038299999,6768.5534358,7973.5986025,0,0,0,0,0
保山市,2006,0,0,0,0,0,3,123870.0,7080.1970521,2476.942139,4603.2546691,0,0,0,0,0
抚顺市,2006,0,0,0,0,0,12,29463.0,7471.84910971,717.871977736,6753.977073658999,1,2200.0,1540.0,0.0,1540.0
洛阳市,2006,0,0,0,0,0,8,91163.0,17856.56585742,926.04840088,16930.51745463,3,6600.0,1648.2080078,19.897600174,1628.3103941999998
绵阳市,2006,0,0,0,0,0,2,920.0,255.10449982,0.0,255.10449982,3,6655.0,5879.31999969,34.52399826,5844.79599953
汕尾市,2006,1,1780.0,228.9613953,0.0,228.9613953,10,7820.0,1389.5334090800002,0.0,1389.5334090800002,6,42322.5,3958.2313494399996,1932.00872091,2026.22256074
淮北市,2006,0,0,0,0,0,5,5054.0,2527.0,618.34000774,1908.66002276,1,105.0,13.03369999,9.12349987,3.910099983
韶关市,2006,7,1941.0,365.83140183,0.0,365.83140183,15,18357.294342300003,6662.57633233,64.31500244,6598.26132987,2,527.9300003,179.47800064,0.0,179.47800064
白山市,2006,1,51.0,34.5,0.0,34.5,4,130657.699951,15130.46629341,4890.359863,10240.106185409999,0,0,0,0,0
菏泽市,2006,0,0,0,0,0,6,164216.91999817,16463.27009617,91.27500153,16371.99509655,0,0,0,0,0
衢州市,2006,1,24.0,24.0,0.0,24.0,7,23003.91992,3064.02422354,979.828622325,2084.19552996,0,0,0,0,0
西宁市,2006,0,0,0,0,0,2,49835.5,25525.88867,5513.759277,20012.13086,1,5300.0,2900.0,0.0,2900.0
十堰市,2006,0,0,0,0,0,1,1400.0,123.3000031,86.30999756,36.99000168,2,420.0,414.8059998,0.0,414.8059998
玉林市,2006,0,0,0,0,0,5,4110.0,720.0369911600001,135.43275261,584.60424142,1,19000.0,955.1619263,210.5039978,744.6578979
宁德市,2006,0,0,0,0,0,5,8252.0,3997.4954595619997,206.157799959,3791.3377594999997,0,0,0,0,0
黑河市,2006,0,0,0,0,0,2,3387.5,353.8320007,170.40872192,183.4232788,0,0,0,0,0
滨州市,2006,0,0,0,0,0,6,43144.29999924,17576.94004053,0.0,17576.94004053,1,800.0,102.9039993,0.0,102.9039993
丽江市,2006,0,0,0,0,0,0,0,0,0,0,1,8000.0,1025.119995,385.1939392,639.9260864
昭通市,2006,0,0,0,0,0,1,113473.3281,6180.854492,4635.640625,1545.213623,0,0,0,0,0
迪庆藏族自治州,2006,0,0,0,0,0,1,65000.0,3514.800049,351.480011,3163.320068,2,3300.0,3038.66400146,2.577600002,3036.08639908
运城市,2006,0,0,0,0,0,2,1150.0,176.36550140999998,84.17436242,92.19114018,0,0,0,0,0
驻马店市,2006,0,0,0,0,0,2,42410.0,719.7798766999999,274.420929,445.358963,0,0,0,0,0
咸宁市,2006,0,0,0,0,0,4,19396.0421143,1526.789917,495.5299072,1031.25997167,0,0,0,0,0
荆门市,2006,0,0,0,0,0,0,0,0,0,0,1,1300.0,126.3899994,56.87549973,69.51450348
三亚市,2006,1,100.0,12.41300011,1.861999989,10.55109978,1,2600.0,161.3690033,12.41300011,148.9559937,8,45820.0,5824.315509042,1002.0719986,4822.243548742
黄山市,2006,2,410.0,45.73899841,14.89560032,30.84339905,0,0,0,0,0,2,1700.0,880.0,0.0,880.0
大庆市,2006,0,0,0,0,0,3,3500.0,581.4067993,410.121048,171.28574181,1,3000.0,1295.0,0.0,1295.0
桂林市,2006,1,200.0,25.72599983,0.0,25.72599983,6,20400.0,1973.0249978,305.10944560999997,1667.915539738,1,132045.0,16427.88281,401.6459961,16026.2373
楚雄彝族自治州,2006,0,0,0,0,0,2,8480.0,593.2720184,185.5776978,407.69430539999996,0,0,0,0,0
九江市,2006,0,0,0,0,0,12,47409.06999969,10457.31538079,1222.340576,9234.97485009,3,98200.0,15868.372517200001,15304.61914,563.7540131000001
焦作市,2006,0,0,0,0,0,3,541.25,275.5258007,164.45689964,111.068999767,1,1200.0,104.4624023,0.0,104.4624023
周口市,2006,0,0,0,0,0,5,17060.0,1273.0328979,542.5778656,730.4549866,0,0,0,0,0
昌吉市,2006,0,0,0,0,0,4,7211.4200134,3302.3900146,0.0,3302.3900146,0,0,0,0,0
德阳市,2006,1,1000.0,100.0,0.0,100.0,5,266330.0,26597.25977961,655.73549652,25941.52428311,1,21386.0,1329.781494,0.0,1329.781494
百色市,2006,0,0,0,0,0,0,0,0,0,0,1,30.0,2.606699944,0.0,2.606699944
邢台市,2006,0,0,0,0,0,3,81640.0,9525.50059143,81.03249930999999,9444.46809021,0,0,0,0,0
鄂尔多斯市,2006,0,0,0,0,0,2,339884.8125,50088.14063,24387.0,25701.14063,0,0,0,0,0
崇左市,2006,0,0,0,0,0,3,51316.0,3025.839111,2029.75445571,996.0844726900001,0,0,0,0,0
淮南市,2006,0,0,0,0,0,2,65014.0,7527.549805,5262.285156,2265.264893,2,9640.0,1016.1599731,0.0,1016.1599731
南阳市,2006,1,100.0,12.41300011,12.41300011,0.0,9,101250.0,6135.7324068,3748.5721133,2387.1604309,0,0,0,0,0
潜江市,2006,0,0,0,0,0,1,70.0,50.0,25.5,24.5,0,0,0,0,0
包头市,2006,0,0,0,0,0,4,45500.0,2921.8148196,2010.9452515,910.86959836,1,13750.0,897.4185181,493.5801697,403.8383179
内江市,2006,0,0,0,0,0,2,30680.0,2015.900513,48.12743378,1967.773071,0,0,0,0,0
安阳市,2006,0,0,0,0,0,1,1490.0,893.0,0.0,893.0,3,12200.0,892.5199890000001,491.22200583999995,401.29799646000004
北海市,2006,1,3500.0,360.1640015,0.0,360.1640015,7,21916.0,6714.108155,2419.8045049,4294.303518053,0,0,0,0,0
铁岭市,2006,1,122300.0,14394.16016,0.0,14394.16016,3,3955.0,2240.0,0.0,2240.0,0,0,0,0,0
德宏傣族景颇族自治州,2006,0,0,0,0,0,1,66600.0,3674.248047,2571.973633,1102.274414,0,0,0,0,0
舟山市,2006,0,0,0,0,0,4,31925.0,13494.74980546,126.113001867,13368.637000083,2,13071.0,710.52779774,0.0,710.52779774
吕梁市,2006,0,0,0,0,0,2,103600.0,13643.426266999999,2642.7287594,11000.6972609,0,0,0,0,0
永州市,2006,0,0,0,0,0,3,3271.5,2960.0,0.0,2960.0,2,19000.0,1887.8120118,454.4049988,1433.407013
黄冈市,2006,0,0,0,0,0,6,81446.198242,18327.94590053,7546.98322734,10780.962640880001,1,6.0,6.0,0.0,6.0
塔城地区,2006,0,0,0,0,0,1,8000.0,1144.160034,371.8519897,772.3079834,0,0,0,0,0
阿克苏地区,2006,0,0,0,0,0,1,6000.0,450.4500122,0.0,450.4500122,0,0,0,0,0
晋中市,2006,0,0,0,0,0,2,7500.0,1375.8999939,0.0,1375.8999939,1,180000.0,9790.019531,5874.012207,3916.008057
宝鸡市,2006,0,0,0,0,0,2,70500.0,4517.695557,4455.630493000001,62.06499863,0,0,0,0,0
池州市,2006,0,0,0,0,0,1,1140.0,620.0,0.0,620.0,1,3500.0,1750.0,0.0,1750.0
阳泉市,2006,0,0,0,0,0,1,50.0,50.0,0.0,50.0,0,0,0,0,0
曲靖市,2006,1,500.0,51.54800034,0.0,51.54800034,0,0,0,0,0,1,10000.0,662.5,463.75,198.75
广元市,2006,1,1000.0,128.6300049,0.0,128.6300049,0,0,0,0,0,0,0,0,0,0
文山壮族苗族自治州,2006,0,0,0,0,0,0,0,0,0,0,1,4.5,4.5,0.0,4.5
长治市,2006,0,0,0,0,0,4,510642.0,42233.55967353,26628.79267124,15604.76699038,1,500.0,74.88749695,0.0,74.88749695
新疆维吾尔自治区新疆生产建设兵团第八师石河子市,2006,0,0,0,0,0,3,68065.15625,11086.77002,7488.223877,3598.546387,0,0,0,0,0
随州市,2006,0,0,0,0,0,2,2500.0,258.99990464,20.61919975,238.38067438,0,0,0,0,0
南充市,2006,0,0,0,0,0,2,440.0,162.41300011,0.0,162.41300011,0,0,0,0,0
哈密地区,2006,0,0,0,0,0,0,0,0,0,0,1,17500.0,1577.160034,78.85800171,1498.302002
贵阳市,2006,0,0,0,0,0,2,7100.0,1710.4400024000001,582.7474976,1127.6925049000001,2,785.0,89.31059837000001,0.0,89.31059837000001
四平市,2006,0,0,0,0,0,2,131413.55469999998,13141.63672,0.0,13141.63672,0,0,0,0,0
枣庄市,2006,0,0,0,0,0,6,23770.699999809,8134.852343809,6650.0741901,1484.7782144090002,0,0,0,0,0
拉萨市,2006,0,0,0,0,0,0,0,0,0,0,5,22129.25,2193.39002377,15.994000435,2177.3960238130003
鹰潭市,2006,1,85.0,60.0,39.0,21.0,1,3300.0,1197.359985,0.0,1197.359985,0,0,0,0,0
濮阳市,2006,0,0,0,0,0,3,11372.0,1621.477955763,976.5599976,644.917988763,0,0,0,0,0
兰州市,2006,0,0,0,0,0,0,0,0,0,0,1,40.0,5.858399868,0.0,5.858399868
萍乡市,2006,0,0,0,0,0,1,280.0,120.0,0.0,120.0,0,0,0,0,0
临汾市,2006,0,0,0,0,0,3,58940.0,3533.7000124,1502.2344056,2031.4655916,0,0,0,0,0
聊城市,2006,0,0,0,0,0,4,153762.28516,18632.8072466,12756.3603369,5876.446617,1,1200.0,103.5719986,10.35719967,93.21479797
固原市,2006,0,0,0,0,0,0,0,0,0,0,1,66800.0,3639.75,2274.84375,1364.90625
玉溪市,2006,0,0,0,0,0,1,47386.79297,7387.553223,5701.060547,1686.492676,0,0,0,0,0
眉山市,2006,0,0,0,0,0,5,6500.0,2883.3000031,92.47499847,2790.82500076,0,0,0,0,0
贺州市,2006,0,0,0,0,0,1,478.0,239.0,0.0,239.0,0,0,0,0,0
恩施土家族苗族自治州,2006,1,400.0,400.0,300.0,100.0,0,0,0,0,0,0,0,0,0,0
石嘴山市,2006,0,0,0,0,0,2,61200.0,2740.3265988,2024.1550298,716.1716461,0,0,0,0,0
酒泉市,2006,1,2000.0,800.0,408.0,392.0,1,77227.0,1920.740234,0.0,1920.740234,1,2500.0,365.875,0.0,365.875
怒江傈僳族自治州,2006,0,0,0,0,0,1,27000.0,1369.511963,0.0,1369.511963,0,0,0,0,0
宿州市,2006,0,0,0,0,0,2,1452.7000122,180.32369618,86.89099884,93.4326477,0,0,0,0,0
齐齐哈尔市,2006,0,0,0,0,0,2,130207.0,9783.270508,5462.453125,4320.817627,0,0,0,0,0
呼伦贝尔市,2006,0,0,0,0,0,2,22999.800049,4955.0600589999995,3954.970093,1000.090027,1,14.19999981,11.96500015,0.0,11.96500015
乌海市,2006,1,8.640000343,6.179999828,4.635000229,1.544999957,4,222500.0,27209.146968,27209.146968,0.0,1,50000.0,7324.5,7324.5,0.0
娄底市,2006,1,430.0,37.23899841,27.92925072,9.309800148,1,2700.0,1100.0,440.0,660.0,0,0,0,0,0
甘孜藏族自治州,2006,0,0,0,0,0,0,0,0,0,0,1,6000.0,373.0799866,279.8099976,93.26999664
防城港市,2006,0,0,0,0,0,2,5498.0,1222.6000061,0.0,1222.6000061,0,0,0,0,0
郴州市,2006,1,1000.0,520.0,0.0,520.0,4,1542.3539963,261.93599702000006,74.61599731,187.31999590000004,0,0,0,0,0
常德市,2006,0,0,0,0,0,2,202376.0,14565.409182,666.9602661,13898.448242,0,0,0,0,0
琼海市,2006,1,700.0,50.0,0.0,50.0,0,0,0,0,0,1,3500.0,439.3800049,329.5350037,109.8450012
亳州市,2006,0,0,0,0,0,1,430.0,301.0,0.0,301.0,0,0,0,0,0
来宾市,2006,0,0,0,0,0,1,24000.0,1659.23999,0.0,1659.23999,2,129833.33594,12710.709473,4144.4417112,8566.267334
辽源市,2006,0,0,0,0,0,0,0,0,0,0,1,10000.0,644.3499756,0.0,644.3499756
万宁市,2006,0,0,0,0,0,0,0,0,0,0,4,108685.0,38957.910644999996,25.940001012,38931.971680999995
伊春市,2006,0,0,0,0,0,1,1273.0,184.4136047,138.3101959,46.10340118,0,0,0,0,0
金昌市,2006,0,0,0,0,0,0,0,0,0,0,1,60000.0,3798.633301,3798.633301,0.0
赤峰市,2006,0,0,0,0,0,1,37336.0,2096.100098,1572.074951,524.0250244,0,0,0,0,0
通化市,2006,0,0,0,0,0,2,110.0,18.75,0.0,18.75,0,0,0,0,0
白银市,2006,0,0,0,0,0,1,4995.0,310.3250122,310.3250122,0.0,0,0,0,0,0
六盘水市,2006,0,0,0,0,0,1,300000.0,45201.89844,45201.89844,0.0,0,0,0,0,0
通辽市,2006,0,0,0,0,0,1,95685.0,4156.989746,3117.742188,1039.247437,0,0,0,0,0
信阳市,2006,0,0,0,0,0,3,10975.148438,5958.512237800001,4179.1720888,1779.339966,2,26420.0,3894.1051029,0.0,3894.1051029
阜阳市,2006,1,5000.0,308.25,215.7749939,92.47499847,0,0,0,0,0,1,780.0,400.0,280.0,120.0
兴安盟,2006,0,0,0,0,0,1,3040.0,1400.0,0.0,1400.0,0,0,0,0,0
雅安市,2006,0,0,0,0,0,0,0,0,0,0,1,477.8999939,240.0,0.0,240.0
文昌市,2006,0,0,0,0,0,0,0,0,0,0,1,200.0,150.0,0.0,150.0
河池市,2006,0,0,0,0,0,3,29234.777259762,1359.785099062,360.0,999.785099062,0,0,0,0,0
吐鲁番地区,2006,0,0,0,0,0,1,300.0,38.5890007,0.0,38.5890007,0,0,0,0,0
济源市,2006,0,0,0,0,0,2,27354.0,1400.1613312999998,989.4399109000001,410.72139362,0,0,0,0,0
遵义市,2006,0,0,0,0,0,1,1200.0,124.3600006,67.77619934,56.58380127,1,138.0,12.41300011,6.454800129,5.958199978
乌兰察布市,2006,0,0,0,0,0,0,0,0,0,0,1,754176.1875,40719.23047,7867.061523,32852.16797
莱芜市,2006,0,0,0,0,0,1,17370.0,2517.677246,2161.11499,356.5622253,0,0,0,0,0
大兴安岭地区,2006,0,0,0,0,0,1,50.0,6.491499901,2.596600056,3.894900084,0,0,0,0,0
儋州市,2006,0,0,0,0,0,1,140.0,12.47999954,0.0,12.47999954,0,0,0,0,0
东方市,2006,0,0,0,0,0,1,34800.0,2420.791504,0.0,2420.791504,0,0,0,0,0
安顺市,2006,0,0,0,0,0,1,1100.0,560.0,0.0,560.0,0,0,0,0,0
黔东南苗族侗族自治州,2006,0,0,0,0,0,1,3200.0,259.6388245,207.7110748,51.92776871,0,0,0,0,0
阜新市,2007,0,0,0,0,0,4,96866.0,5429.774903,1308.742065,4121.032959,0,0,0,0,0
苏州市,2007,1,107.0,75.0,0.0,75.0,554,4201043.337843459,628904.353611282,221568.16585177102,407336.1524126509,222,1358804.3088762453,231597.80440308698,36629.15005113799,194968.654284732
上海市,2007,3,770.0,133.70500184,0.0,133.70500184,399,1235346.7440946996,204483.37132747113,52802.11404303599,158949.82264237397,1734,9093785.367643598,1600230.0565790688,248260.93074657096,1351918.127792051
天津市,2007,1,2995.0,1800.0,270.0,1530.0,162,825763.5811018989,251174.74238877094,32856.371343041,218318.37263449008,147,5819496.730485361,753829.4179727111,258169.45464853,495659.96726586396
烟台市,2007,3,255.0,238.0,0.0,238.0,91,166162.505138319,44158.63328748901,7145.94326251,37012.68984917,21,34290.0,14882.73720269,121.970077038,14760.767322963
青岛市,2007,0,0,0,0,0,164,191048.78651168995,53019.60453086801,11262.326105827999,41757.278538883,87,410210.25527748105,64932.97044301,21579.788113004,43353.1823296
厦门市,2007,1,130.0,100.0,0.0,100.0,94,238893.64059999998,61144.31355821,12595.534250001,48548.778972766,107,776588.81239,94011.42416181603,14988.427458612998,79022.99742459702
无锡市,2007,0,0,0,0,0,104,378010.85476813,65120.046629785,6555.443047459,58564.603435535,35,259414.0,66741.213160299,7731.947144733001,59009.266137496
北京市,2007,3,3733.03999996,617.6140966600001,582.662629133,34.95148158,77,704523.8417460889,120580.32964729502,37101.21851542,83479.11192156,722,9931844.510506392,1223585.2171023376,163279.25549318502,1060305.962195555
广州市,2007,5,300050.0,15401.599608,0.0,15401.599608,146,1329052.45443018,219364.95863668903,40059.01515228001,179305.94835949905,263,2194981.970800657,235261.466126717,11028.964272824,224232.50320591504
宣城市,2007,1,600.0,500.0,350.0,150.0,8,16181.53000646,2329.9458847,1128.53931046,1201.4065723200001,1,1400.0,135.3099976,0.0,135.3099976
宁波市,2007,1,100.0,70.0,0.0,70.0,161,734903.283183648,102524.29709064402,29955.754962834002,72568.54114583498,67,211147.985701531,64055.433219016995,4850.974418987,59204.45866118
江门市,2007,2,100.0,100.0,0.0,100.0,115,270440.959502639,55246.94363445698,6027.528653224001,49219.41535408198,36,109134.0,15431.072020127001,1036.19390589,14394.878114996001
镇江市,2007,3,1498.0,1355.0,0.0,1355.0,73,397286.74379961996,90851.839269383,20489.083867220004,70362.755751853,7,42903.0,6726.73024724,1332.964286594,5393.76594521
天门市,2007,1,30000.0,2580.800049,129.0399933,2451.76001,2,6900.0,514.0200043,137.12879563,376.89118958,0,0,0,0,0
珠海市,2007,0,0,0,0,0,117,232357.61930844,35229.45169860503,10617.6150361,24611.836833454985,158,366403.16125828,51723.962631469,8472.105432098,43251.85756297201
南京市,2007,3,638.5,453.67660521999994,21.0,432.67660521999994,76,795808.57837809,151321.81564242,7080.187243919,144241.62829799397,70,405952.57199900004,95063.813628362,4419.228197412001,90644.58549191999
梧州市,2007,0,0,0,0,0,7,25452.5,1928.497542401,1004.8969960100001,923.60051597,2,25002.599999905,3217.152245905,0.0,3217.152245905
济源市,2007,0,0,0,0,0,1,1400.0,124.3600006,77.10320282,47.25680161,0,0,0,0,0
杭州市,2007,2,868.0,616.82999992,23.41499996,593.41499996,85,375435.6371698,67688.95373875,24573.775571322,43115.17804018601,81,660253.40364907,181701.60135807403,11278.913519664,170422.68857457704
深圳市,2007,0,0,0,0,0,301,495397.47857767,66981.177537012,5990.64040181,60990.53736177901,1214,2289574.69151511,328973.46180801204,33666.297229784,295307.1662634359
沈阳市,2007,0,0,0,0,0,52,414710.86516676,51523.57221674499,12130.880384496999,39392.69185531399,81,1754617.111771682,427872.5458940231,59509.710715062,368362.835117464
威海市,2007,0,0,0,0,0,56,43136.155979150004,22292.7253946,2549.980192184,19742.745199098,12,16540.5,15182.16469955,8456.69999981,6725.46469974
盐城市,2007,1,140.0,100.0,49.0,51.0,55,101266.035523,48182.566501345,17511.080388568,30671.485984066006,3,1808.89999962,999.286599994,240.0,759.286599994
菏泽市,2007,0,0,0,0,0,7,511093.76953,23161.988531609997,4225.63327066,18936.355622069997,2,1800.0,648.80039978,0.0,648.80039978
梅州市,2007,15,53708.0,7378.1523245,272.7084961,7105.443736899999,60,86837.542511,8542.045844569999,124.175299371,8417.870662219999,7,55325.0,7219.2192992459995,0.0,7219.2192992459995
呼伦贝尔市,2007,0,0,0,0,0,4,16180.0,1612.16199305,282.42900469,1329.732987888,1,3500.0,1964.060059,1964.060059,0.0
唐山市,2007,0,0,0,0,0,10,201983.9668982,40143.46683589,394.93789483499995,39748.528933448,4,6100.0,4264.47799683,18.61949921,4245.85850143
丹东市,2007,0,0,0,0,0,14,8265.8999939,2180.076892819,447.692997916,1732.3840150609997,5,7656.0,3326.0,52.0,3274.0
哈尔滨市,2007,0,0,0,0,0,7,666187.5,49694.088661133996,50.8620739,49643.228810674,16,128741.013916,10626.953961010002,1991.182890901,8635.77119881
锦州市,2007,0,0,0,0,0,13,58797.24270058,21520.664236020002,1314.9195252,20205.74470902,2,10500.0,1643.863037,0.0,1643.863037
长春市,2007,0,0,0,0,0,15,612376.8886603999,43597.88416383,15198.864166840001,28399.01999123,10,50515.690063899994,4979.2551228699995,931.5572033169999,4047.6978930090004
泉州市,2007,1,27145.0,2742.964844,0.0,2742.964844,128,803411.09666731,75888.974806797,4632.459804543,71256.514979147,17,71657.22595200001,15276.64275723,481.11091235,14795.531826130002
宜昌市,2007,0,0,0,0,0,6,25693.0899963,3361.798412811,194.30939483,3167.4890022060004,2,20408.0,1438.592041,0.0,1438.592041
漳州市,2007,4,2354.0,1493.0,26.5,1466.5,73,572454.512451,175570.36925370301,63393.506443089005,112176.86311563,7,49880.0,9143.464844,936.9110106999999,8206.553955
廊坊市,2007,0,0,0,0,0,20,150446.52980833,73047.04003368999,27597.28589635,45449.754192141,9,96747.0,11308.69660649,62.831473779999996,11245.86527373
重庆市,2007,3,14100.0,1264.4001159,158.3829041,1106.0172119,27,1430490.513917191,122323.92292466002,65570.045247991,56753.877634943,42,1356646.0968878,238808.92296030905,811.788213965,237997.134706039
福州市,2007,1,400.0,51.4640007,32.16500092,19.29899979,38,132828.2998,55802.59073028999,24480.579370779997,31322.011300470003,30,743506.5,53341.99171993499,14002.34629639,39339.645581285
温州市,2007,0,0,0,0,0,27,196863.5,17374.85056842,6585.6320130799995,10789.21854962,10,496515.0,48181.45683365001,11107.86959097,37073.587763070005
绍兴市,2007,0,0,0,0,0,64,167770.37097552003,52631.45420493201,16329.068847199,36302.384838284,19,36640.19999981,5132.424971818,436.112608388,4696.312267036
湖州市,2007,2,4120.0,615.9400024,0.0,615.9400024,50,255296.79000092,50113.23087667701,22026.360882077002,28086.870348754,7,28902.0,18059.987503099997,2027.623000145,16032.364502
遂宁市,2007,0,0,0,0,0,2,7815.0,5054.0,2930.399902,2123.599976,0,0,0,0,0
扬州市,2007,2,560.0,408.0,0.0,408.0,33,67309.7493665,23824.110070408995,3612.4175810029997,20211.692686923,10,28869.4201201,11700.172968890001,4254.4963006670005,7445.676698241
莆田市,2007,1,10.0,10.0,0.0,10.0,18,52771.66992,5296.57062544,731.8936158,4564.677012377,2,3500.0,308.62399289999996,0.0,308.62399289999996
龙岩市,2007,1,4500.0,339.1678772,3.357455969,335.8104248,16,207517.0,24666.922455260006,538.80497356,24128.117527410002,2,7000.0,490.68598180000004,0.0,490.68598180000004
长沙市,2007,1,500.0,300.0,0.0,300.0,18,90263.0,8820.822401710002,3386.453345518,5434.369085310001,24,243087.0,25156.572849317996,570.32784938,24586.245082675
昌吉市,2007,0,0,0,0,0,2,1920.0,900.0,480.0,420.0,0,0,0,0,0
大连市,2007,3,38.0,31.0,0.0,31.0,70,1932375.3978239002,198640.465265454,32462.741405834007,166177.721225369,87,998635.897373902,101684.03264122501,15307.199867581,86376.83347818801
济南市,2007,0,0,0,0,0,25,82610.799003172,14214.925286911,2600.7327840619996,11614.192510758001,12,65829.59999847,9672.478948795,1849.6119995,7822.8669416150005
抚顺市,2007,0,0,0,0,0,6,8378.0,966.5344962690001,536.4352874,430.09920118900004,2,59400.0,5252.9804386000005,114.4160004,5138.564438300001
合肥市,2007,0,0,0,0,0,24,639490.3594,54974.46966531,37406.91758468,17567.55247442,24,194494.28906,35760.612334767,751.0,35009.612334767
营口市,2007,0,0,0,0,0,9,10998.0,1366.887694367,404.54825502600005,962.339502103,5,16934.0800018,3474.8838651,104.0800018,3370.8038633
泰州市,2007,1,14.0,10.0,0.0,10.0,28,115607.38593924,22855.302099020002,1425.9429983260002,21429.359000514996,2,6980.0,1465.0,0.0,1465.0
洛阳市,2007,0,0,0,0,0,5,14310.0,1103.86791232,621.2971878400001,482.57070159,5,36800.0,5392.0834041,4387.708397905,1004.375005719
东莞市,2007,0,0,0,0,0,324,1173496.5447845,156981.44559267003,3445.3584136800005,153536.08692352002,64,316705.30002946,41017.41738510099,8833.422189557,32183.995566470996
肇庆市,2007,25,5728.920021049999,1197.2841454000002,0.0,1197.2842178800001,56,277120.48679086997,60396.21453398,5107.92080501,55288.293598309996,9,70622.0,8083.5450675600005,67.40474701,8016.14031483
六盘水市,2007,0,0,0,0,0,0,0,0,0,0,1,300.0,38.94900131,38.94900131,0.0
三亚市,2007,1,500.0,64.22499847,14.12950039,50.09550095,0,0,0,0,0,9,272193.29999995197,54339.746134151996,5653.4300463,48686.316172352
惠州市,2007,3,1481.0,189.68560029,0.0,189.68558885,153,765921.4000015,107369.84284621396,13017.559853990002,94352.28280646396,45,570889.01953,61326.102811365,21687.70458944,39638.397138702996
阳江市,2007,1,102.0,102.0,0.0,102.0,9,9814.0,1699.9361162,176.3127441,1523.6233721,2,20366.3869019,2617.9610483,0.0,2617.961075
濮阳市,2007,0,0,0,0,0,1,3000.0,430.7489929,0.0,430.7489929,2,1480.0,139.04640392000002,136.449803867,2.596600056
保定市,2007,0,0,0,0,0,10,631421.899902,101484.32652464,1698.5641966829999,99785.76213626601,0,0,0,0,0
